time_utc,gate_opening,gate_opening_approval,headwater,headwater_approval,tailwater,tailwater_approval,discharge,discharge_approval
2020-01-01T15:15:00+00:00,0.19,Approved,9.57,Approved,5.74,Approved,55.3,Approved
2020-01-01T15:30:00+00:00,0.19,Approved,9.55,Approved,5.74,Approved,55.1,Approved
2020-01-01T15:45:00+00:00,0.19,Approved,9.54,Approved,5.76,Approved,54.9,Approved
2020-01-01T16:00:00+00:00,0.19,Approved,9.54,Approved,5.79,Approved,54.7,Approved
2020-01-01T16:15:00+00:00,0.19,Approved,9.53,Approved,5.77,Approved,54.8,Approved
2020-01-01T16:30:00+00:00,0.19,Approved,9.53,Approved,5.77,Approved,54.8,Approved
2020-01-01T16:45:00+00:00,0.19,Approved,9.51,Approved,5.76,Approved,54.7,Approved
2020-01-01T17:00:00+00:00,0.19,Approved,9.50,Approved,5.81,Approved,54.2,Approved
2020-01-01T17:15:00+00:00,0.19,Approved,9.49,Approved,5.81,Approved,54.2,Approved
2020-01-01T17:30:00+00:00,0.19,Approved,9.48,Approved,5.82,Approved,54.0,Approved
2020-01-01T17:45:00+00:00,0.19,Approved,9.47,Approved,5.83,Approved,53.9,Approved
2020-01-01T18:00:00+00:00,0.19,Approved,9.47,Approved,5.85,Approved,53.7,Approved
2020-01-01T18:15:00+00:00,0.19,Approved,9.45,Approved,5.84,Approved,53.7,Approved
2020-01-01T18:30:00+00:00,0.20,Approved,9.44,Approved,5.82,Approved,56.6,Approved
2020-01-01T18:45:00+00:00,0.20,Approved,9.43,Approved,5.83,Approved,56.4,Approved
2020-01-01T19:00:00+00:00,0.20,Approved,9.43,Approved,5.85,Approved,56.2,Approved
2020-01-01T19:15:00+00:00,0.20,Approved,9.41,Approved,5.84,Approved,56.2,Approved
2020-01-01T19:30:00+00:00,0.20,Approved,9.41,Approved,5.84,Approved,56.2,Approved
2020-01-01T19:45:00+00:00,0.20,Approved,9.40,Approved,5.86,Approved,55.9,Approved
2020-01-01T20:00:00+00:00,0.20,Approved,9.39,Approved,5.80,Approved,56.3,Approved
2020-01-01T20:15:00+00:00,0.20,Approved,9.38,Approved,5.79,Approved,56.3,Approved
2020-01-01T20:30:00+00:00,0.20,Approved,9.38,Approved,5.79,Approved,56.3,Approved
2020-01-01T20:45:00+00:00,0.20,Approved,9.37,Approved,5.78,Approved,56.3,Approved
2020-01-01T21:00:00+00:00,0.20,Approved,9.36,Approved,5.79,Approved,56.2,Approved
2020-01-01T21:15:00+00:00,0.20,Approved,9.35,Approved,5.78,Approved,56.2,Approved
2020-01-01T21:30:00+00:00,0.20,Approved,9.35,Approved,5.78,Approved,56.2,Approved
2020-01-01T21:45:00+00:00,0.20,Approved,9.34,Approved,5.79,Approved,56.0,Approved
2020-01-01T22:00:00+00:00,0.19,Approved,9.34,Approved,5.77,Approved,53.4,Approved
2020-01-01T22:15:00+00:00,0.19,Approved,9.34,Approved,5.74,Approved,53.6,Approved
2020-01-01T22:30:00+00:00,0.19,Approved,9.33,Approved,5.73,Approved,53.6,Approved
2020-01-01T22:45:00+00:00,0.19,Approved,9.32,Approved,5.74,Approved,53.4,Approved
2020-01-01T23:00:00+00:00,0.19,Approved,9.31,Approved,5.73,Approved,53.4,Approved
2020-01-01T23:15:00+00:00,0.19,Approved,9.31,Approved,5.73,Approved,53.4,Approved
2020-01-01T23:30:00+00:00,0.19,Approved,9.30,Approved,5.74,Approved,53.3,Approved
2020-01-01T23:45:00+00:00,0.19,Approved,9.30,Approved,5.71,Approved,53.5,Approved
2020-01-02T00:00:00+00:00,0.19,Approved,9.31,Approved,5.71,Approved,53.6,Approved
2020-01-02T00:15:00+00:00,0.19,Approved,9.30,Approved,5.69,Approved,53.7,Approved
2020-01-02T00:30:00+00:00,0.19,Approved,9.30,Approved,5.69,Approved,53.7,Approved
2020-01-02T00:45:00+00:00,0.19,Approved,9.29,Approved,5.69,Approved,53.6,Approved
2020-01-02T01:00:00+00:00,0.19,Approved,9.28,Approved,5.68,Approved,53.6,Approved
2020-01-02T01:15:00+00:00,0.19,Approved,9.28,Approved,5.68,Approved,53.6,Approved
2020-01-02T01:30:00+00:00,0.19,Approved,9.28,Approved,5.67,Approved,53.7,Approved
2020-01-02T01:45:00+00:00,0.19,Approved,9.28,Approved,5.66,Approved,53.7,Approved
2020-01-02T02:00:00+00:00,0.19,Approved,9.27,Approved,5.66,Approved,53.7,Approved
2020-01-02T02:15:00+00:00,0.19,Approved,9.27,Approved,5.65,Approved,53.7,Approved
2020-01-02T02:30:00+00:00,0.19,Approved,9.26,Approved,5.65,Approved,53.7,Approved
2020-01-02T02:45:00+00:00,0.19,Approved,9.26,Approved,5.64,Approved,53.7,Approved
2020-01-02T03:00:00+00:00,0.19,Approved,9.25,Approved,5.63,Approved,53.7,Approved
2020-01-02T03:15:00+00:00,0.19,Approved,9.25,Approved,5.63,Approved,53.7,Approved
2020-01-02T03:30:00+00:00,0.19,Approved,9.24,Approved,5.62,Approved,53.7,Approved
2020-01-02T03:45:00+00:00,0.19,Approved,9.24,Approved,5.62,Approved,53.7,Approved
2020-01-02T04:00:00+00:00,0.19,Approved,9.24,Approved,5.61,Approved,53.8,Approved
2020-01-02T04:15:00+00:00,0.19,Approved,9.23,Approved,5.60,Approved,53.8,Approved
2020-01-02T04:30:00+00:00,0.19,Approved,9.23,Approved,5.59,Approved,53.9,Approved
2020-01-02T04:45:00+00:00,0.19,Approved,9.23,Approved,5.59,Approved,53.9,Approved
2020-01-02T05:00:00+00:00,0.19,Approved,9.22,Approved,5.59,Approved,53.8,Approved
2020-01-02T05:15:00+00:00,0.19,Approved,9.22,Approved,5.58,Approved,53.9,Approved
2020-01-02T05:30:00+00:00,0.19,Approved,9.22,Approved,5.57,Approved,54.0,Approved
2020-01-02T05:45:00+00:00,0.19,Approved,9.21,Approved,5.56,Approved,54.0,Approved
2020-01-02T06:00:00+00:00,0.19,Approved,9.21,Approved,5.56,Approved,54.0,Approved
2020-01-02T06:15:00+00:00,0.19,Approved,9.21,Approved,5.55,Approved,54.0,Approved
2020-01-02T06:30:00+00:00,0.19,Approved,9.21,Approved,5.55,Approved,54.0,Approved
2020-01-02T06:45:00+00:00,0.19,Approved,9.20,Approved,5.54,Approved,54.0,Approved
2020-01-02T07:00:00+00:00,0.19,Approved,9.20,Approved,5.53,Approved,54.1,Approved
2020-01-02T07:15:00+00:00,0.19,Approved,9.19,Approved,5.52,Approved,54.1,Approved
2020-01-02T07:30:00+00:00,0.19,Approved,9.19,Approved,5.53,Approved,54.0,Approved
2020-01-02T07:45:00+00:00,0.19,Approved,9.19,Approved,5.51,Approved,54.2,Approved
2020-01-02T08:00:00+00:00,0.19,Approved,9.19,Approved,5.51,Approved,54.2,Approved
2020-01-02T08:15:00+00:00,0.19,Approved,9.19,Approved,5.49,Approved,54.3,Approved
2020-01-02T08:30:00+00:00,0.19,Approved,9.20,Approved,5.50,Approved,54.3,Approved
2020-01-02T08:45:00+00:00,0.19,Approved,9.22,Approved,5.50,Approved,54.5,Approved
2020-01-02T09:00:00+00:00,0.19,Approved,9.23,Approved,5.49,Approved,54.6,Approved
2020-01-02T09:15:00+00:00,0.19,Approved,9.26,Approved,5.48,Approved,54.9,Approved
2020-01-02T09:30:00+00:00,0.19,Approved,9.28,Approved,5.48,Approved,55.0,Approved
2020-01-02T09:45:00+00:00,0.19,Approved,9.31,Approved,5.47,Approved,55.3,Approved
2020-01-02T10:00:00+00:00,0.19,Approved,9.35,Approved,5.48,Approved,55.6,Approved
2020-01-02T10:15:00+00:00,0.19,Approved,9.40,Approved,5.48,Approved,55.9,Approved
2020-01-02T10:30:00+00:00,0.19,Approved,9.43,Approved,5.48,Approved,56.1,Approved
2020-01-02T10:45:00+00:00,0.19,Approved,9.48,Approved,5.47,Approved,56.5,Approved
2020-01-02T11:00:00+00:00,0.19,Approved,9.52,Approved,5.46,Approved,56.9,Approved
2020-01-02T11:15:00+00:00,0.19,Approved,9.56,Approved,5.46,Approved,57.2,Approved
2020-01-02T11:30:00+00:00,0.19,Approved,9.61,Approved,5.46,Approved,57.5,Approved
2020-01-02T11:45:00+00:00,0.19,Approved,9.66,Approved,5.46,Approved,57.9,Approved
2020-01-02T12:00:00+00:00,0.19,Approved,9.71,Approved,5.46,Approved,58.2,Approved
2020-01-02T12:15:00+00:00,0.19,Approved,9.74,Approved,5.46,Approved,58.4,Approved
2020-01-02T12:30:00+00:00,0.19,Approved,9.79,Approved,5.47,Approved,58.7,Approved
2020-01-02T12:45:00+00:00,0.19,Approved,9.83,Approved,5.45,Approved,59.1,Approved
2020-01-02T13:00:00+00:00,0.19,Approved,9.87,Approved,5.46,Approved,59.3,Approved
2020-01-02T13:15:00+00:00,0.63,Approved,9.67,Approved,5.57,Approved,190,Approved
2020-01-02T13:30:00+00:00,0.63,Approved,9.64,Approved,5.59,Approved,188,Approved
2020-01-02T13:45:00+00:00,0.63,Approved,9.66,Approved,5.60,Approved,189,Approved
2020-01-02T14:00:00+00:00,0.63,Approved,9.66,Approved,5.64,Approved,188,Approved
2020-01-02T14:15:00+00:00,0.63,Approved,9.69,Approved,5.65,Approved,188,Approved
2020-01-02T14:30:00+00:00,0.63,Approved,9.70,Approved,5.65,Approved,188,Approved
2020-01-02T14:45:00+00:00,0.63,Approved,9.70,Approved,5.66,Approved,188,Approved
2020-01-02T15:00:00+00:00,0.63,Approved,9.71,Approved,5.66,Approved,188,Approved
2020-01-02T15:15:00+00:00,0.63,Approved,9.72,Approved,5.72,Approved,187,Approved
2020-01-02T15:30:00+00:00,0.63,Approved,9.72,Approved,5.73,Approved,187,Approved
2020-01-02T15:45:00+00:00,0.63,Approved,9.71,Approved,5.74,Approved,187,Approved
2020-01-02T16:00:00+00:00,0.63,Approved,9.72,Approved,5.76,Approved,186,Approved
2020-01-02T16:15:00+00:00,0.63,Approved,9.73,Approved,5.76,Approved,187,Approved
2020-01-02T16:30:00+00:00,0.63,Approved,9.73,Approved,5.77,Approved,186,Approved
2020-01-02T16:45:00+00:00,0.63,Approved,9.74,Approved,5.79,Approved,186,Approved
2020-01-02T17:00:00+00:00,0.63,Approved,9.74,Approved,5.77,Approved,187,Approved
2020-01-02T17:15:00+00:00,0.63,Approved,9.75,Approved,5.79,Approved,186,Approved
2020-01-02T17:30:00+00:00,0.63,Approved,9.76,Approved,5.79,Approved,187,Approved
2020-01-02T17:45:00+00:00,0.63,Approved,9.77,Approved,5.80,Approved,187,Approved
2020-01-02T18:00:00+00:00,0.63,Approved,9.77,Approved,5.80,Approved,187,Approved
2020-01-02T18:15:00+00:00,0.63,Approved,9.78,Approved,5.77,Approved,188,Approved
2020-01-02T18:30:00+00:00,0.63,Approved,9.79,Approved,5.76,Approved,188,Approved
2020-01-02T18:45:00+00:00,0.64,Approved,9.79,Approved,5.75,Approved,191,Approved
2020-01-02T19:00:00+00:00,0.63,Approved,9.80,Approved,5.71,Approved,189,Approved
2020-01-02T19:15:00+00:00,0.63,Approved,9.81,Approved,5.70,Approved,190,Approved
2020-01-02T19:30:00+00:00,1.17,Approved,9.61,Approved,5.85,Approved,337,Approved
2020-01-02T19:45:00+00:00,1.17,Approved,9.70,Approved,5.90,Approved,339,Approved
2020-01-02T20:00:00+00:00,1.17,Approved,9.66,Approved,5.88,Approved,338,Approved
2020-01-02T20:15:00+00:00,1.17,Approved,9.66,Approved,5.91,Approved,337,Approved
2020-01-02T20:30:00+00:00,1.17,Approved,9.65,Approved,5.91,Approved,336,Approved
2020-01-02T20:45:00+00:00,1.17,Approved,9.62,Approved,5.91,Approved,335,Approved
2020-01-02T21:00:00+00:00,1.17,Approved,9.59,Approved,5.91,Approved,334,Approved
2020-01-02T21:15:00+00:00,1.17,Approved,9.56,Approved,5.89,Approved,333,Approved
2020-01-02T21:30:00+00:00,1.17,Approved,9.54,Approved,5.89,Approved,332,Approved
2020-01-02T21:45:00+00:00,1.17,Approved,9.52,Approved,5.91,Approved,330,Approved
2020-01-02T22:00:00+00:00,1.17,Approved,9.48,Approved,5.90,Approved,329,Approved
2020-01-02T22:15:00+00:00,1.17,Approved,9.44,Approved,5.91,Approved,327,Approved
2020-01-02T22:30:00+00:00,1.17,Approved,9.39,Approved,5.90,Approved,325,Approved
2020-01-02T22:45:00+00:00,1.17,Approved,9.33,Approved,5.91,Approved,322,Approved
2020-01-02T23:00:00+00:00,1.17,Approved,9.30,Approved,5.90,Approved,321,Approved
2020-01-02T23:15:00+00:00,1.17,Approved,9.24,Approved,5.91,Approved,317,Approved
2020-01-02T23:30:00+00:00,1.17,Approved,9.40,Approved,5.92,Approved,324,Approved
2020-01-02T23:45:00+00:00,1.17,Approved,9.35,Approved,5.91,Approved,323,Approved
2020-01-03T00:00:00+00:00,1.17,Approved,9.34,Approved,5.91,Approved,322,Approved
2020-01-03T00:15:00+00:00,1.17,Approved,9.32,Approved,5.92,Approved,321,Approved
2020-01-03T00:30:00+00:00,1.17,Approved,9.26,Approved,5.91,Approved,318,Approved
2020-01-03T00:45:00+00:00,1.17,Approved,9.23,Approved,5.91,Approved,317,Approved
2020-01-03T01:00:00+00:00,1.17,Approved,9.21,Approved,5.91,Approved,316,Approved
2020-01-03T01:15:00+00:00,1.17,Approved,9.15,Approved,5.92,Approved,313,Approved
2020-01-03T01:30:00+00:00,1.17,Approved,9.12,Approved,5.91,Approved,312,Approved
2020-01-03T01:45:00+00:00,1.17,Approved,9.08,Approved,5.92,Approved,309,Approved
2020-01-03T02:00:00+00:00,1.17,Approved,9.03,Approved,5.90,Approved,308,Approved
2020-01-03T02:15:00+00:00,1.17,Approved,8.99,Approved,5.91,Approved,305,Approved
2020-01-03T02:30:00+00:00,1.17,Approved,8.97,Approved,5.89,Approved,305,Approved
2020-01-03T02:45:00+00:00,1.17,Approved,8.93,Approved,5.88,Approved,304,Approved
2020-01-03T03:00:00+00:00,1.17,Approved,8.90,Approved,5.98,Approved,297,Approved
2020-01-03T03:15:00+00:00,1.17,Approved,8.87,Approved,6.01,Approved,294,Approved
2020-01-03T03:30:00+00:00,1.17,Approved,8.84,Approved,6.07,Approved,289,Approved
2020-01-03T03:45:00+00:00,1.17,Approved,8.81,Approved,6.09,Approved,287,Approved
2020-01-03T04:00:00+00:00,0.18,Approved,9.02,Approved,5.86,Approved,47.6,Approved
2020-01-03T04:15:00+00:00,0.18,Approved,8.98,Approved,5.86,Approved,47.3,Approved
2020-01-03T04:30:00+00:00,0.18,Approved,9.00,Approved,5.88,Approved,47.3,Approved
2020-01-03T04:45:00+00:00,0.18,Approved,9.03,Approved,5.90,Approved,47.3,Approved
2020-01-03T05:00:00+00:00,0.18,Approved,8.98,Approved,5.93,Approved,46.7,Approved
2020-01-03T05:15:00+00:00,0.18,Approved,9.01,Approved,5.95,Approved,46.8,Approved
2020-01-03T05:30:00+00:00,0.18,Approved,9.07,Approved,5.98,Approved,47.0,Approved
2020-01-03T05:45:00+00:00,0.18,Approved,9.03,Approved,5.92,Approved,47.2,Approved
2020-01-03T06:00:00+00:00,0.18,Approved,9.06,Approved,5.85,Approved,47.9,Approved
2020-01-03T06:15:00+00:00,0.18,Approved,9.07,Approved,5.84,Approved,48.1,Approved
2020-01-03T06:30:00+00:00,0.18,Approved,9.08,Approved,5.84,Approved,48.2,Approved
2020-01-03T06:45:00+00:00,0.18,Approved,9.10,Approved,5.86,Approved,48.2,Approved
2020-01-03T07:00:00+00:00,0.18,Approved,9.11,Approved,5.88,Approved,48.1,Approved
2020-01-03T07:15:00+00:00,0.18,Approved,9.11,Approved,5.88,Approved,48.1,Approved
2020-01-03T07:30:00+00:00,0.18,Approved,9.13,Approved,5.90,Approved,48.1,Approved
2020-01-03T07:45:00+00:00,0.18,Approved,9.13,Approved,5.84,Approved,48.5,Approved
2020-01-03T08:00:00+00:00,0.17,Approved,9.14,Approved,5.80,Approved,46.2,Approved
2020-01-03T08:15:00+00:00,0.18,Approved,9.15,Approved,5.80,Approved,49.0,Approved
2020-01-03T08:30:00+00:00,0.17,Approved,9.18,Approved,5.80,Approved,46.5,Approved
2020-01-03T08:45:00+00:00,0.17,Approved,9.18,Approved,5.74,Approved,46.9,Approved
2020-01-03T09:00:00+00:00,0.17,Approved,9.19,Approved,5.75,Approved,46.9,Approved
2020-01-03T09:15:00+00:00,0.18,Approved,9.20,Approved,5.74,Approved,49.8,Approved
2020-01-03T09:30:00+00:00,0.17,Approved,9.22,Approved,5.71,Approved,47.3,Approved
2020-01-03T09:45:00+00:00,0.17,Approved,9.24,Approved,5.70,Approved,47.5,Approved
2020-01-03T10:00:00+00:00,0.17,Approved,9.28,Approved,5.68,Approved,47.9,Approved
2020-01-03T10:15:00+00:00,0.18,Approved,9.30,Approved,5.65,Approved,51.1,Approved
2020-01-03T10:30:00+00:00,0.17,Approved,9.33,Approved,5.64,Approved,48.5,Approved
2020-01-03T10:45:00+00:00,0.17,Approved,9.36,Approved,5.63,Approved,48.8,Approved
2020-01-03T11:00:00+00:00,0.17,Approved,9.38,Approved,5.61,Approved,49.1,Approved
2020-01-03T11:15:00+00:00,0.17,Approved,9.41,Approved,5.59,Approved,49.4,Approved
2020-01-03T11:30:00+00:00,0.17,Approved,9.45,Approved,5.59,Approved,49.6,Approved
2020-01-03T11:45:00+00:00,0.17,Approved,9.48,Approved,5.57,Approved,50.0,Approved
2020-01-03T12:00:00+00:00,0.17,Approved,9.50,Approved,5.55,Approved,50.2,Approved
2020-01-03T12:15:00+00:00,0.17,Approved,9.53,Approved,5.54,Approved,50.5,Approved
2020-01-03T12:30:00+00:00,0.17,Approved,9.56,Approved,5.53,Approved,50.7,Approved
2020-01-03T12:45:00+00:00,0.17,Approved,9.58,Approved,5.53,Approved,50.8,Approved
2020-01-03T13:00:00+00:00,0.17,Approved,9.61,Approved,5.52,Approved,51.1,Approved
2020-01-03T13:15:00+00:00,0.71,Approved,9.39,Approved,5.65,Approved,204,Approved
2020-01-03T13:30:00+00:00,0.71,Approved,9.38,Approved,5.65,Approved,204,Approved
2020-01-03T13:45:00+00:00,0.71,Approved,9.38,Approved,5.66,Approved,204,Approved
2020-01-03T14:00:00+00:00,0.71,Approved,9.35,Approved,5.66,Approved,203,Approved
2020-01-03T14:15:00+00:00,0.71,Approved,9.36,Approved,5.66,Approved,203,Approved
2020-01-03T14:30:00+00:00,0.71,Approved,9.38,Approved,5.67,Approved,203,Approved
2020-01-03T14:45:00+00:00,1.14,Approved,9.21,Approved,5.80,Approved,313,Approved
2020-01-03T15:00:00+00:00,1.14,Approved,9.24,Approved,5.86,Approved,312,Approved
2020-01-03T15:15:00+00:00,1.14,Approved,9.22,Approved,5.88,Approved,310,Approved
2020-01-03T15:30:00+00:00,1.15,Approved,9.19,Approved,5.91,Approved,310,Approved
2020-01-03T15:45:00+00:00,1.15,Approved,9.17,Approved,5.93,Approved,308,Approved
2020-01-03T16:00:00+00:00,1.15,Approved,9.15,Approved,5.95,Approved,306,Approved
2020-01-03T16:15:00+00:00,1.15,Approved,9.13,Approved,5.94,Approved,305,Approved
2020-01-03T16:30:00+00:00,1.15,Approved,9.11,Approved,5.94,Approved,304,Approved
2020-01-03T16:45:00+00:00,1.15,Approved,9.09,Approved,5.98,Approved,301,Approved
2020-01-03T17:00:00+00:00,1.15,Approved,9.06,Approved,5.98,Approved,300,Approved
2020-01-03T17:15:00+00:00,1.15,Approved,9.04,Approved,5.96,Approved,300,Approved
2020-01-03T17:30:00+00:00,1.15,Approved,9.03,Approved,5.98,Approved,299,Approved
2020-01-03T17:45:00+00:00,1.15,Approved,9.01,Approved,5.95,Approved,299,Approved
2020-01-03T18:00:00+00:00,1.15,Approved,8.99,Approved,5.96,Approved,298,Approved
2020-01-03T18:15:00+00:00,1.15,Approved,8.96,Approved,5.94,Approved,297,Approved
2020-01-03T18:30:00+00:00,1.15,Approved,8.94,Approved,5.95,Approved,296,Approved
2020-01-03T18:45:00+00:00,1.15,Approved,8.92,Approved,5.94,Approved,295,Approved
2020-01-03T19:00:00+00:00,1.15,Approved,8.90,Approved,5.93,Approved,295,Approved
2020-01-03T19:15:00+00:00,1.15,Approved,8.88,Approved,5.93,Approved,294,Approved
2020-01-03T19:30:00+00:00,1.15,Approved,8.97,Approved,5.93,Approved,298,Approved
2020-01-03T19:45:00+00:00,1.15,Approved,8.96,Approved,5.92,Approved,298,Approved
2020-01-03T20:00:00+00:00,1.15,Approved,8.96,Approved,5.92,Approved,298,Approved
2020-01-03T20:15:00+00:00,1.15,Approved,8.97,Approved,5.93,Approved,298,Approved
2020-01-03T20:30:00+00:00,1.15,Approved,8.94,Approved,5.90,Approved,298,Approved
2020-01-03T20:45:00+00:00,1.15,Approved,8.95,Approved,5.89,Approved,299,Approved
2020-01-03T21:00:00+00:00,1.15,Approved,8.96,Approved,5.89,Approved,299,Approved
2020-01-03T21:15:00+00:00,1.15,Approved,8.95,Approved,5.89,Approved,299,Approved
2020-01-03T21:30:00+00:00,1.15,Approved,8.95,Approved,5.88,Approved,299,Approved
2020-01-03T21:45:00+00:00,1.15,Approved,8.94,Approved,5.89,Approved,299,Approved
2020-01-03T22:00:00+00:00,1.15,Approved,8.94,Approved,5.88,Approved,299,Approved
2020-01-03T22:15:00+00:00,1.15,Approved,8.94,Approved,5.88,Approved,299,Approved
2020-01-03T22:30:00+00:00,1.14,Approved,8.93,Approved,5.87,Approved,296,Approved
2020-01-03T22:45:00+00:00,1.14,Approved,8.93,Approved,5.86,Approved,297,Approved
2020-01-03T23:00:00+00:00,1.14,Approved,8.93,Approved,5.85,Approved,297,Approved
2020-01-03T23:15:00+00:00,1.14,Approved,8.92,Approved,5.85,Approved,297,Approved
2020-01-03T23:30:00+00:00,1.14,Approved,8.92,Approved,5.85,Approved,297,Approved
